table,field,sqlite_type,nullable,primary_key,foreign_key,default,meaning,example,seed_domain
outbox,case_id,TEXT,False,False,cases.case_id,,Stable case identifier.,,
outbox,action,TEXT,False,False,,,Action for simulated-only write records.,,
outbox,target,TEXT,False,False,,,Target for simulated-only write records.,,
outbox,payload_json,TEXT,False,False,,,Simulated action payload; no delivery adapter sends it externally.,,
outbox,status,TEXT,False,False,,,Lifecycle/status enum for outbox; see application rules.,,
outbox,created_at,TEXT,False,False,,,Created at as canonical UTC timestamp.,,
audit,audit_id,INTEGER,False,True,,,Stable audit identifier.,,
audit,recorded_at_utc,TEXT,False,False,,,Actual application wall-clock audit timestamp.,,
audit,scenario_time_utc,TEXT,False,False,,,Fixed/replayed business time.,,
audit,actor,TEXT,False,False,,,Actor for local hash-linked execution trail.,,
audit,case_id,TEXT,True,False,,,Stable case identifier.,,
audit,action,TEXT,False,False,,,Action for local hash-linked execution trail.,,
audit,detail_json,TEXT,False,False,,,Structured audit detail.,,
audit,previous_hash,TEXT,False,False,,,Previous local audit entry hash.,,
audit,entry_hash,TEXT,False,False,,,Hash of this audit entry and predecessor; not immutable storage.,,
