work_order_id,defect_id,task_reference,station,started_at,completed_at,status,summary,data_class
WO-0117,HIST-0117,SIM-HIST-TASK-DEMO-33-012,DOH,2026-08-30T22:05:00Z,2026-08-31T01:34:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0118,HIST-0118,SIM-HIST-TASK-DEMO-33-012,LHR,2026-09-07T00:05:00Z,2026-09-07T03:07:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0119,HIST-0119,SIM-HIST-TASK-DEMO-33-012,FRA,2026-08-27T01:05:00Z,2026-08-27T04:12:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0120,HIST-0120,SIM-HIST-TASK-DEMO-A350-21-047,FCO,2026-07-27T02:05:00Z,2026-07-27T05:31:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0121,HIST-0121,SIM-HIST-TASK-DEMO-A350-21-047,BRU,2026-06-19T06:05:00Z,2026-06-19T07:17:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0122,HIST-0122,SIM-HIST-TASK-DEMO-25-027,MUC,2026-04-27T06:05:00Z,2026-04-27T06:46:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0123,HIST-0123,SIM-HIST-TASK-DEMO-A350-21-047,DOH,2026-06-19T03:05:00Z,2026-06-19T04:20:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0124,HIST-0124,SIM-HIST-TASK-DEMO-A350-21-047,FCO,2026-05-08T01:05:00Z,2026-05-08T02:25:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0125,HIST-0125,SIM-HIST-TASK-DEMO-A350-21-047,AMS,2026-05-18T00:05:00Z,2026-05-18T02:06:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0126,HIST-0126,SIM-HIST-TASK-DEMO-44-031,BRU,2026-06-23T22:05:00Z,2026-06-24T00:52:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0127,HIST-0127,SIM-HIST-TASK-DEMO-33-012,DOH,2026-08-25T22:05:00Z,2026-08-26T00:31:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0128,HIST-0128,SIM-HIST-TASK-DEMO-25-027,BRU,2026-04-27T01:05:00Z,2026-04-27T02:37:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0129,HIST-0129,SIM-HIST-TASK-DEMO-25-019,LHR,2026-07-19T05:05:00Z,2026-07-19T07:47:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0130,HIST-0130,SIM-HIST-TASK-DEMO-33-012,BRU,2026-03-24T04:05:00Z,2026-03-24T05:10:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0131,HIST-0131,SIM-HIST-TASK-DEMO-A350-21-047,BRU,2026-04-19T03:05:00Z,2026-04-19T06:36:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0132,HIST-0132,SIM-HIST-TASK-DEMO-44-018,AMS,2026-09-10T05:05:00Z,2026-09-10T07:20:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0133,HIST-0133,SIM-HIST-TASK-DEMO-44-018,LHR,2026-06-06T22:05:00Z,2026-06-06T23:53:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0134,HIST-0134,SIM-HIST-TASK-DEMO-A350-21-047,FRA,2026-07-20T04:05:00Z,2026-07-20T07:21:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0135,HIST-0135,SIM-HIST-TASK-DEMO-44-031,AMS,2026-07-11T06:05:00Z,2026-07-11T09:48:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0136,HIST-0136,SIM-HIST-TASK-DEMO-25-027,FRA,2026-04-13T03:05:00Z,2026-04-13T05:29:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0137,HIST-0137,SIM-HIST-TASK-DEMO-25-019,ZRH,2026-08-09T03:05:00Z,2026-08-09T05:41:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0138,HIST-0138,SIM-HIST-TASK-DEMO-25-027,LHR,2026-06-09T22:05:00Z,2026-06-10T00:09:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0139,HIST-0139,SIM-HIST-TASK-DEMO-25-019,AUH,2026-05-22T05:05:00Z,2026-05-22T07:43:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0140,HIST-0140,SIM-HIST-TASK-DEMO-44-031,FRA,2026-09-04T04:05:00Z,2026-09-04T06:18:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0141,HIST-0141,SIM-HIST-TASK-DEMO-33-012,FRA,2026-07-03T04:05:00Z,2026-07-03T06:33:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0142,HIST-0142,SIM-HIST-TASK-DEMO-25-027,AUH,2026-07-30T05:05:00Z,2026-07-30T06:26:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0143,HIST-0143,SIM-HIST-TASK-DEMO-44-031,DOH,2026-06-24T00:05:00Z,2026-06-24T01:48:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0144,HIST-0144,SIM-HIST-TASK-DEMO-33-012,MUC,2026-08-02T02:05:00Z,2026-08-02T04:45:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0145,HIST-0145,SIM-HIST-TASK-DEMO-A350-21-047,AMS,2026-06-15T05:05:00Z,2026-06-15T06:43:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0146,HIST-0146,SIM-HIST-TASK-DEMO-44-031,MUC,2026-03-31T23:05:00Z,2026-04-01T02:09:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0147,HIST-0147,SIM-HIST-TASK-DEMO-44-018,FRA,2026-09-01T01:05:00Z,2026-09-01T04:24:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0148,HIST-0148,SIM-HIST-TASK-DEMO-A350-21-047,BRU,2026-05-28T02:05:00Z,2026-05-28T05:15:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0149,HIST-0149,SIM-HIST-TASK-DEMO-44-018,FCO,2026-07-27T22:05:00Z,2026-07-28T00:57:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0150,HIST-0150,SIM-HIST-TASK-DEMO-25-027,AUH,2026-06-20T02:05:00Z,2026-06-20T03:04:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0151,HIST-0151,SIM-HIST-TASK-DEMO-33-012,LHR,2026-06-05T00:05:00Z,2026-06-05T03:20:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0152,HIST-0152,SIM-HIST-TASK-DEMO-25-027,VIE,2026-04-05T00:05:00Z,2026-04-05T02:57:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0153,HIST-0153,SIM-HIST-TASK-DEMO-25-027,AMS,2026-03-31T04:05:00Z,2026-03-31T04:58:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0154,HIST-0154,SIM-HIST-TASK-DEMO-44-018,VIE,2026-08-31T02:05:00Z,2026-08-31T03:19:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0155,HIST-0155,SIM-HIST-TASK-DEMO-A350-21-047,FCO,2026-08-19T05:05:00Z,2026-08-19T07:57:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0156,HIST-0156,SIM-HIST-TASK-DEMO-44-031,ZRH,2026-05-04T01:05:00Z,2026-05-04T04:32:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0157,HIST-0157,SIM-HIST-TASK-DEMO-25-027,DOH,2026-05-06T04:05:00Z,2026-05-06T07:01:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0158,HIST-0158,SIM-HIST-TASK-DEMO-25-027,MUC,2026-07-29T02:05:00Z,2026-07-29T05:19:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0159,HIST-0159,SIM-HIST-TASK-DEMO-A350-21-047,BRU,2026-06-10T23:05:00Z,2026-06-11T01:19:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0160,HIST-0160,SIM-HIST-TASK-DEMO-A350-21-047,BRU,2026-04-03T03:05:00Z,2026-04-03T06:26:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0161,HIST-0161,SIM-HIST-TASK-DEMO-25-019,MUC,2026-08-25T04:05:00Z,2026-08-25T07:07:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0162,HIST-0162,SIM-HIST-TASK-DEMO-A350-21-047,ZRH,2026-04-28T22:05:00Z,2026-04-29T00:24:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0163,HIST-0163,SIM-HIST-TASK-DEMO-25-019,DXB,2026-07-05T04:05:00Z,2026-07-05T06:36:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0164,HIST-0164,SIM-HIST-TASK-DEMO-44-031,FRA,2026-07-19T02:05:00Z,2026-07-19T03:26:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0165,HIST-0165,SIM-HIST-TASK-DEMO-44-031,ZRH,2026-06-07T22:05:00Z,2026-06-07T22:51:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0166,HIST-0166,SIM-HIST-TASK-DEMO-A350-21-047,CDG,2026-07-10T04:05:00Z,2026-07-10T05:46:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0167,HIST-0167,SIM-HIST-TASK-DEMO-44-018,FRA,2026-03-22T22:05:00Z,2026-03-23T00:29:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0168,HIST-0168,SIM-HIST-TASK-DEMO-25-019,MUC,2026-04-16T03:05:00Z,2026-04-16T06:41:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0169,HIST-0169,SIM-HIST-TASK-DEMO-33-012,VIE,2026-08-20T04:05:00Z,2026-08-20T04:52:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0170,HIST-0170,SIM-HIST-TASK-DEMO-44-031,FRA,2026-08-08T01:05:00Z,2026-08-08T03:49:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0171,HIST-0171,SIM-HIST-TASK-DEMO-A350-21-047,FCO,2026-05-24T02:05:00Z,2026-05-24T05:22:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0172,HIST-0172,SIM-HIST-TASK-DEMO-25-027,VIE,2026-08-25T06:05:00Z,2026-08-25T09:41:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0173,HIST-0173,SIM-HIST-TASK-DEMO-A350-21-047,FRA,2026-07-12T00:05:00Z,2026-07-12T00:52:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0174,HIST-0174,SIM-HIST-TASK-DEMO-A350-21-047,DOH,2026-05-27T05:05:00Z,2026-05-27T07:47:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0175,HIST-0175,SIM-HIST-TASK-DEMO-25-019,FRA,2026-07-29T00:05:00Z,2026-07-29T01:02:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0176,HIST-0176,SIM-HIST-TASK-DEMO-25-027,FRA,2026-05-14T05:05:00Z,2026-05-14T07:52:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0177,HIST-0177,SIM-HIST-TASK-DEMO-A350-21-047,AUH,2026-05-24T00:05:00Z,2026-05-24T03:44:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0178,HIST-0178,SIM-HIST-TASK-DEMO-44-018,AUH,2026-04-24T03:05:00Z,2026-04-24T05:30:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0179,HIST-0179,SIM-HIST-TASK-DEMO-33-012,BRU,2026-07-19T22:05:00Z,2026-07-20T01:48:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0180,HIST-0180,SIM-HIST-TASK-DEMO-25-027,ZRH,2026-06-30T02:05:00Z,2026-06-30T03:25:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0181,HIST-0181,SIM-HIST-TASK-DEMO-25-019,LHR,2026-08-19T00:05:00Z,2026-08-19T01:43:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0182,HIST-0182,SIM-HIST-TASK-DEMO-25-019,MUC,2026-03-23T06:05:00Z,2026-03-23T07:08:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0183,HIST-0183,SIM-HIST-TASK-DEMO-25-027,CDG,2026-05-16T23:05:00Z,2026-05-17T01:09:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0184,HIST-0184,SIM-HIST-TASK-DEMO-44-018,AMS,2026-05-08T06:05:00Z,2026-05-08T09:02:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0185,HIST-0185,SIM-HIST-TASK-DEMO-25-019,FCO,2026-05-15T00:05:00Z,2026-05-15T02:18:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0186,HIST-0186,SIM-HIST-TASK-DEMO-44-031,CDG,2026-09-10T23:05:00Z,2026-09-11T01:56:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0187,HIST-0187,SIM-HIST-TASK-DEMO-25-019,DOH,2026-06-03T06:05:00Z,2026-06-03T08:39:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0188,HIST-0188,SIM-HIST-TASK-DEMO-25-027,VIE,2026-07-28T03:05:00Z,2026-07-28T05:49:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0189,HIST-0189,SIM-HIST-TASK-DEMO-25-027,AMS,2026-08-31T05:05:00Z,2026-08-31T06:04:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0190,HIST-0190,SIM-HIST-TASK-DEMO-33-012,DXB,2026-04-13T02:05:00Z,2026-04-13T04:10:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0191,HIST-0191,SIM-HIST-TASK-DEMO-44-031,BRU,2026-08-04T23:05:00Z,2026-08-05T00:00:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0192,HIST-0192,SIM-HIST-TASK-DEMO-33-012,ZRH,2026-03-27T01:05:00Z,2026-03-27T03:44:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0193,HIST-0193,SIM-HIST-TASK-DEMO-25-019,MUC,2026-04-15T23:05:00Z,2026-04-15T23:35:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0194,HIST-0194,SIM-HIST-TASK-DEMO-44-031,ZRH,2026-06-07T02:05:00Z,2026-06-07T03:10:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0195,HIST-0195,SIM-HIST-TASK-DEMO-25-019,VIE,2026-08-16T06:05:00Z,2026-08-16T07:20:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0196,HIST-0196,SIM-HIST-TASK-DEMO-44-018,MUC,2026-03-18T22:05:00Z,2026-03-19T01:49:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0197,HIST-0197,SIM-HIST-TASK-DEMO-33-012,DOH,2026-07-21T06:05:00Z,2026-07-21T09:19:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0198,HIST-0198,SIM-HIST-TASK-DEMO-25-019,LHR,2026-04-21T23:05:00Z,2026-04-22T02:19:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0199,HIST-0199,SIM-HIST-TASK-DEMO-25-019,MUC,2026-04-01T06:05:00Z,2026-04-01T08:59:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0200,HIST-0200,SIM-HIST-TASK-DEMO-33-012,VIE,2026-08-30T06:05:00Z,2026-08-30T07:29:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0201,HIST-0201,SIM-HIST-TASK-DEMO-25-019,FRA,2026-05-09T05:05:00Z,2026-05-09T08:09:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0202,HIST-0202,SIM-HIST-TASK-DEMO-44-031,MUC,2026-09-07T04:05:00Z,2026-09-07T06:10:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0203,HIST-0203,SIM-HIST-TASK-DEMO-25-019,MUC,2026-08-25T01:05:00Z,2026-08-25T04:02:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0204,HIST-0204,SIM-HIST-TASK-DEMO-44-018,LHR,2026-04-16T04:05:00Z,2026-04-16T04:36:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0205,HIST-0205,SIM-HIST-TASK-DEMO-44-018,DXB,2026-06-05T05:05:00Z,2026-06-05T07:02:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0206,HIST-0206,SIM-HIST-TASK-DEMO-33-012,ZRH,2026-08-03T03:05:00Z,2026-08-03T06:11:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0207,HIST-0207,SIM-HIST-TASK-DEMO-25-027,DXB,2026-04-24T02:05:00Z,2026-04-24T03:12:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0208,HIST-0208,SIM-HIST-TASK-DEMO-25-019,AUH,2026-07-02T04:05:00Z,2026-07-02T04:42:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0209,HIST-0209,SIM-HIST-TASK-DEMO-A350-21-047,AMS,2026-07-08T01:05:00Z,2026-07-08T03:56:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0210,HIST-0210,SIM-HIST-TASK-DEMO-44-031,MUC,2026-06-27T00:05:00Z,2026-06-27T01:18:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0211,HIST-0211,SIM-HIST-TASK-DEMO-25-019,ZRH,2026-04-17T23:05:00Z,2026-04-18T01:55:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0212,HIST-0212,SIM-HIST-TASK-DEMO-33-012,AMS,2026-03-30T06:05:00Z,2026-03-30T09:17:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0213,HIST-0213,SIM-HIST-TASK-DEMO-25-019,VIE,2026-08-04T23:05:00Z,2026-08-05T01:49:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0214,HIST-0214,SIM-HIST-TASK-DEMO-A350-21-047,CDG,2026-07-12T01:05:00Z,2026-07-12T01:30:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0215,HIST-0215,SIM-HIST-TASK-DEMO-A350-21-047,VIE,2026-03-24T22:05:00Z,2026-03-25T00:04:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0216,HIST-0216,SIM-HIST-TASK-DEMO-25-019,LHR,2026-06-26T04:05:00Z,2026-06-26T05:57:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0217,HIST-0217,SIM-HIST-TASK-DEMO-44-031,FCO,2026-07-06T05:05:00Z,2026-07-06T05:48:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0218,HIST-0218,SIM-HIST-TASK-DEMO-A350-21-047,DOH,2026-08-07T01:05:00Z,2026-08-07T01:53:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0219,HIST-0219,SIM-HIST-TASK-DEMO-44-018,FRA,2026-03-18T05:05:00Z,2026-03-18T07:49:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0220,HIST-0220,SIM-HIST-TASK-DEMO-A350-21-047,LHR,2026-05-27T06:05:00Z,2026-05-27T09:43:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0221,HIST-0221,SIM-HIST-TASK-DEMO-25-027,FRA,2026-07-23T06:05:00Z,2026-07-23T08:32:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0222,HIST-0222,SIM-HIST-TASK-DEMO-44-031,AMS,2026-07-30T05:05:00Z,2026-07-30T06:13:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0223,HIST-0223,SIM-HIST-TASK-DEMO-25-027,CDG,2026-07-17T05:05:00Z,2026-07-17T07:38:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0224,HIST-0224,SIM-HIST-TASK-DEMO-33-012,VIE,2026-04-16T02:05:00Z,2026-04-16T03:18:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0225,HIST-0225,SIM-HIST-TASK-DEMO-44-031,LHR,2026-04-04T06:05:00Z,2026-04-04T07:30:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0226,HIST-0226,SIM-HIST-TASK-DEMO-33-012,DXB,2026-06-29T06:05:00Z,2026-06-29T09:18:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0227,HIST-0227,SIM-HIST-TASK-DEMO-25-019,AMS,2026-06-25T05:05:00Z,2026-06-25T05:47:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0228,HIST-0228,SIM-HIST-TASK-DEMO-33-012,DXB,2026-06-07T00:05:00Z,2026-06-07T03:37:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0229,HIST-0229,SIM-HIST-TASK-DEMO-25-019,DXB,2026-05-26T00:05:00Z,2026-05-26T01:17:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0230,HIST-0230,SIM-HIST-TASK-DEMO-A350-21-047,BRU,2026-05-08T23:05:00Z,2026-05-09T00:31:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
