defect_id,aircraft_id,fault_code,station,reported_at,symptom_text,resolution_text,resolution_class,replaced_part_id,ground_minutes,engineer_id,status,data_class
HIST-0096,AC-001,DEMO-44-031,BRU,2026-05-02T23:05:00Z,IFE interface intermittent; recorded intermittently on sector 96.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,57,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0097,AC-004,DEMO-25-019,LHR,2026-06-30T23:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 97.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,76,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0098,AC-003,DEMO-25-027,FRA,2026-07-06T05:05:00Z,Galley status display indication; recorded intermittently on sector 98.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,105,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0099,AC-002,DEMO-33-012,MUC,2026-08-21T05:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 99.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,25,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0100,AC-004,DEMO-44-031,AMS,2026-06-22T23:05:00Z,IFE interface intermittent; recorded intermittently on sector 100.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,64,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0101,AC-005,DEMO-44-031,FCO,2026-04-06T04:05:00Z,IFE interface intermittent; recorded intermittently on sector 101.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,137,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0102,AC-006,DEMO-33-012,LHR,2026-03-21T04:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 102.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-004,160,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0103,AC-002,DEMO-25-019,DXB,2026-06-03T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 103.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,223,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0104,AC-006,DEMO-25-027,DOH,2026-08-30T05:05:00Z,Galley status display indication; recorded intermittently on sector 104.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,27,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0105,AC-002,DEMO-33-012,DOH,2026-03-25T04:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 105.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-004,208,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0106,AC-005,DEMO-A350-21-047,FCO,2026-04-25T03:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 106.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,70,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0107,AC-003,DEMO-A350-21-047,FRA,2026-09-01T03:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 107.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,204,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0108,AC-001,DEMO-25-027,DOH,2026-05-20T23:05:00Z,Galley status display indication; recorded intermittently on sector 108.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,114,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0109,AC-005,DEMO-33-012,DXB,2026-07-04T06:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 109.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,138,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0110,AC-004,DEMO-44-031,DOH,2026-07-19T02:05:00Z,IFE interface intermittent; recorded intermittently on sector 110.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,150,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0111,AC-001,DEMO-44-018,FRA,2026-05-12T22:05:00Z,Cabin display data intermittent; recorded intermittently on sector 111.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-003,110,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0112,AC-001,DEMO-25-027,AMS,2026-09-11T05:05:00Z,Galley status display indication; recorded intermittently on sector 112.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,81,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0113,AC-005,DEMO-25-027,LHR,2026-05-17T06:05:00Z,Galley status display indication; recorded intermittently on sector 113.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,36,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0114,AC-006,DEMO-44-018,AMS,2026-04-28T06:05:00Z,Cabin display data intermittent; recorded intermittently on sector 114.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-003,224,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0115,AC-005,DEMO-44-018,MUC,2026-04-27T01:05:00Z,Cabin display data intermittent; recorded intermittently on sector 115.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,103,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0116,AC-006,DEMO-A350-21-047,ZRH,2026-03-24T01:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 116.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,196,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0117,AC-006,DEMO-33-012,DOH,2026-08-30T22:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 117.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-004,209,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0118,AC-006,DEMO-33-012,LHR,2026-09-07T00:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 118.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,182,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0119,AC-004,DEMO-33-012,FRA,2026-08-27T01:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 119.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,187,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0120,AC-006,DEMO-A350-21-047,FCO,2026-07-27T02:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 120.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,206,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0121,AC-002,DEMO-A350-21-047,BRU,2026-06-19T06:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 121.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,72,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0122,AC-005,DEMO-25-027,MUC,2026-04-27T06:05:00Z,Galley status display indication; recorded intermittently on sector 122.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,41,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0123,AC-001,DEMO-A350-21-047,DOH,2026-06-19T03:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 123.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,75,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0124,AC-001,DEMO-A350-21-047,FCO,2026-05-08T01:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 124.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,80,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0125,AC-005,DEMO-A350-21-047,AMS,2026-05-18T00:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 125.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,121,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0126,AC-004,DEMO-44-031,BRU,2026-06-23T22:05:00Z,IFE interface intermittent; recorded intermittently on sector 126.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,167,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0127,AC-005,DEMO-33-012,DOH,2026-08-25T22:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 127.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,146,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0128,AC-006,DEMO-25-027,BRU,2026-04-27T01:05:00Z,Galley status display indication; recorded intermittently on sector 128.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,92,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0129,AC-006,DEMO-25-019,LHR,2026-07-19T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 129.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,162,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0130,AC-003,DEMO-33-012,BRU,2026-03-24T04:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 130.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,65,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0131,AC-005,DEMO-A350-21-047,BRU,2026-04-19T03:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 131.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,211,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0132,AC-001,DEMO-44-018,AMS,2026-09-10T05:05:00Z,Cabin display data intermittent; recorded intermittently on sector 132.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,135,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0133,AC-004,DEMO-44-018,LHR,2026-06-06T22:05:00Z,Cabin display data intermittent; recorded intermittently on sector 133.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,108,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0134,AC-003,DEMO-A350-21-047,FRA,2026-07-20T04:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 134.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-CZT-100,196,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0135,AC-001,DEMO-44-031,AMS,2026-07-11T06:05:00Z,IFE interface intermittent; recorded intermittently on sector 135.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,223,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0136,AC-003,DEMO-25-027,FRA,2026-04-13T03:05:00Z,Galley status display indication; recorded intermittently on sector 136.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,144,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0137,AC-001,DEMO-25-019,ZRH,2026-08-09T03:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 137.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,156,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0138,AC-004,DEMO-25-027,LHR,2026-06-09T22:05:00Z,Galley status display indication; recorded intermittently on sector 138.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,124,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0139,AC-006,DEMO-25-019,AUH,2026-05-22T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 139.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,158,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0140,AC-004,DEMO-44-031,FRA,2026-09-04T04:05:00Z,IFE interface intermittent; recorded intermittently on sector 140.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,133,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0141,AC-005,DEMO-33-012,FRA,2026-07-03T04:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 141.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,148,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0142,AC-002,DEMO-25-027,AUH,2026-07-30T05:05:00Z,Galley status display indication; recorded intermittently on sector 142.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,81,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0143,AC-002,DEMO-44-031,DOH,2026-06-24T00:05:00Z,IFE interface intermittent; recorded intermittently on sector 143.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,103,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0144,AC-004,DEMO-33-012,MUC,2026-08-02T02:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 144.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-004,160,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0145,AC-002,DEMO-A350-21-047,AMS,2026-06-15T05:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 145.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,98,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0146,AC-005,DEMO-44-031,MUC,2026-03-31T23:05:00Z,IFE interface intermittent; recorded intermittently on sector 146.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,184,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0147,AC-003,DEMO-44-018,FRA,2026-09-01T01:05:00Z,Cabin display data intermittent; recorded intermittently on sector 147.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,199,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0148,AC-005,DEMO-A350-21-047,BRU,2026-05-28T02:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 148.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,190,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0149,AC-005,DEMO-44-018,FCO,2026-07-27T22:05:00Z,Cabin display data intermittent; recorded intermittently on sector 149.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,172,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0150,AC-001,DEMO-25-027,AUH,2026-06-20T02:05:00Z,Galley status display indication; recorded intermittently on sector 150.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,59,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0151,AC-005,DEMO-33-012,LHR,2026-06-05T00:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 151.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,195,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0152,AC-001,DEMO-25-027,VIE,2026-04-05T00:05:00Z,Galley status display indication; recorded intermittently on sector 152.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,172,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0153,AC-005,DEMO-25-027,AMS,2026-03-31T04:05:00Z,Galley status display indication; recorded intermittently on sector 153.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,53,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0154,AC-003,DEMO-44-018,VIE,2026-08-31T02:05:00Z,Cabin display data intermittent; recorded intermittently on sector 154.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-003,74,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0155,AC-005,DEMO-A350-21-047,FCO,2026-08-19T05:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 155.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,172,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0156,AC-004,DEMO-44-031,ZRH,2026-05-04T01:05:00Z,IFE interface intermittent; recorded intermittently on sector 156.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,207,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0157,AC-001,DEMO-25-027,DOH,2026-05-06T04:05:00Z,Galley status display indication; recorded intermittently on sector 157.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,176,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0158,AC-002,DEMO-25-027,MUC,2026-07-29T02:05:00Z,Galley status display indication; recorded intermittently on sector 158.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,194,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0159,AC-003,DEMO-A350-21-047,BRU,2026-06-10T23:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 159.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,134,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0160,AC-001,DEMO-A350-21-047,BRU,2026-04-03T03:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 160.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,201,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0161,AC-004,DEMO-25-019,MUC,2026-08-25T04:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 161.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,182,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0162,AC-001,DEMO-A350-21-047,ZRH,2026-04-28T22:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 162.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,139,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0163,AC-003,DEMO-25-019,DXB,2026-07-05T04:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 163.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,151,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0164,AC-003,DEMO-44-031,FRA,2026-07-19T02:05:00Z,IFE interface intermittent; recorded intermittently on sector 164.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,81,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0165,AC-004,DEMO-44-031,ZRH,2026-06-07T22:05:00Z,IFE interface intermittent; recorded intermittently on sector 165.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,46,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0166,AC-003,DEMO-A350-21-047,CDG,2026-07-10T04:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 166.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,101,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0167,AC-002,DEMO-44-018,FRA,2026-03-22T22:05:00Z,Cabin display data intermittent; recorded intermittently on sector 167.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,144,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0168,AC-005,DEMO-25-019,MUC,2026-04-16T03:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 168.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,216,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0169,AC-005,DEMO-33-012,VIE,2026-08-20T04:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 169.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,47,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0170,AC-003,DEMO-44-031,FRA,2026-08-08T01:05:00Z,IFE interface intermittent; recorded intermittently on sector 170.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,164,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0171,AC-005,DEMO-A350-21-047,FCO,2026-05-24T02:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 171.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,197,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0172,AC-006,DEMO-25-027,VIE,2026-08-25T06:05:00Z,Galley status display indication; recorded intermittently on sector 172.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,216,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0173,AC-004,DEMO-A350-21-047,FRA,2026-07-12T00:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 173.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,47,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0174,AC-005,DEMO-A350-21-047,DOH,2026-05-27T05:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 174.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-CZT-100,162,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0175,AC-004,DEMO-25-019,FRA,2026-07-29T00:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 175.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,57,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0176,AC-003,DEMO-25-027,FRA,2026-05-14T05:05:00Z,Galley status display indication; recorded intermittently on sector 176.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,167,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0177,AC-003,DEMO-A350-21-047,AUH,2026-05-24T00:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 177.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,219,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0178,AC-005,DEMO-44-018,AUH,2026-04-24T03:05:00Z,Cabin display data intermittent; recorded intermittently on sector 178.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,145,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0179,AC-004,DEMO-33-012,BRU,2026-07-19T22:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 179.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,223,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0180,AC-002,DEMO-25-027,ZRH,2026-06-30T02:05:00Z,Galley status display indication; recorded intermittently on sector 180.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,80,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0181,AC-004,DEMO-25-019,LHR,2026-08-19T00:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 181.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,98,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0182,AC-001,DEMO-25-019,MUC,2026-03-23T06:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 182.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,63,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0183,AC-005,DEMO-25-027,CDG,2026-05-16T23:05:00Z,Galley status display indication; recorded intermittently on sector 183.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,124,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0184,AC-006,DEMO-44-018,AMS,2026-05-08T06:05:00Z,Cabin display data intermittent; recorded intermittently on sector 184.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,177,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0185,AC-003,DEMO-25-019,FCO,2026-05-15T00:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 185.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,133,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0186,AC-006,DEMO-44-031,CDG,2026-09-10T23:05:00Z,IFE interface intermittent; recorded intermittently on sector 186.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,171,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0187,AC-004,DEMO-25-019,DOH,2026-06-03T06:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 187.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,154,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0188,AC-006,DEMO-25-027,VIE,2026-07-28T03:05:00Z,Galley status display indication; recorded intermittently on sector 188.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,164,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0189,AC-006,DEMO-25-027,AMS,2026-08-31T05:05:00Z,Galley status display indication; recorded intermittently on sector 189.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,59,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0190,AC-003,DEMO-33-012,DXB,2026-04-13T02:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 190.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,125,ENG-DXB-01,CLOSED,SYNTHETIC
